id_voo,numero_voo,data_voo,ano,mes,mes_nome,ano_mes,dia_semana,origem_cidade,origem_iata,origem_uf,origem_regiao,origem_lat,origem_lon,destino_cidade,destino_iata,destino_uf,destino_regiao,destino_lat,destino_lon,rota,distancia_km,tipo_aeronave,capacidade_aeronave,passageiros,taxa_ocupacao,preco_medio_passagem,receita_voo,custo_voo,lucro_voo,atraso_minutos,situacao_voo,motivo_atraso_cancelamento,duracao_minutos,satisfacao_passageiros
V100076,VX8360,2024-09-11,2024,9,Setembro,2024-09,Quarta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,SDU - CNF,374,Embraer E195-E2,136,136,1.0000,218.8000,29756.8000,19975.4400,9781.3600,6.0000,Pontual,Sem intercorrência,52,3.9000
V100077,VX3174,2024-09-11,2024,9,Setembro,2024-09,Quarta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Boeing 737-800,186,135,0.7258,284.8200,38450.7000,33683.0700,4767.6300,28.0000,Atrasado,Atraso da aeronave anterior,70,2.9000
V100078,VX1232,2024-09-11,2024,9,Setembro,2024-09,Quarta,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,MCZ - FOR,706,Airbus A321neo,220,177,0.8045,283.9100,50252.0700,42930.3700,7321.7000,8.0000,Pontual,Sem intercorrência,79,4.1000
V100079,VX5828,2024-09-11,2024,9,Setembro,2024-09,Quarta,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,MAO - VCP,2620,Airbus A321neo,220,152,0.6909,594.0300,90292.5600,84496.7100,5795.8500,7.0000,Pontual,Sem intercorrência,230,4.3000
V100080,VX4490,2024-09-12,2024,9,Setembro,2024-09,Quinta,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Belém,BEL,PA,Norte,-1.3792,-48.4763,GIG - BEL,2449,Airbus A321neo,220,188,0.8545,509.7800,95838.6400,86961.5000,8877.1400,9.0000,Pontual,Sem intercorrência,202,4.3000
V100081,VX9047,2024-09-12,2024,9,Setembro,2024-09,Quinta,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,GYN - CWB,989,Airbus A320neo,180,159,0.8833,308.1000,48987.9000,35254.7200,13733.1800,0.0000,Pontual,Sem intercorrência,104,4.3000
V100082,VX6104,2024-09-12,2024,9,Setembro,2024-09,Quinta,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,VIX - CNF,391,Airbus A320neo,180,141,0.7833,217.2800,30636.4800,30060.4400,576.0400,32.0000,Atrasado,Manutenção técnica,66,4.5000
V100083,VX4378,2024-09-12,2024,9,Setembro,2024-09,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,47,0.6714,177.0500,8321.3500,12463.2800,-4141.9300,4.0000,Pontual,Sem intercorrência,54,4.2000
V100084,VX7085,2024-09-12,2024,9,Setembro,2024-09,Quinta,Belém,BEL,PA,Norte,-1.3792,-48.4763,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BEL - GRU,2462,Airbus A321neo,220,0,0.0000,437.8800,0.0000,30453.5000,-30453.5000,,Cancelado,Condições meteorológicas,201,
V100085,VX4706,2024-09-12,2024,9,Setembro,2024-09,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,Embraer E195-E2,136,123,0.9044,217.1500,26709.4500,23116.1000,3593.3500,5.0000,Pontual,Sem intercorrência,65,3.6000
V100086,VX7545,2024-09-12,2024,9,Setembro,2024-09,Quinta,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,CGB - POA,1673,Airbus A321neo,220,158,0.7182,437.0800,69058.6400,60722.5200,8336.1200,6.0000,Pontual,Sem intercorrência,152,4.4000
V100087,VX1067,2024-09-12,2024,9,Setembro,2024-09,Quinta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,CNF - CGH,524,ATR 72-600,70,60,0.8571,229.5100,13770.6000,15159.3000,-1388.7000,10.0000,Pontual,Sem intercorrência,78,4.4000
V100088,VX9810,2024-09-12,2024,9,Setembro,2024-09,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,48,0.6857,204.5200,9816.9600,14382.7600,-4565.8000,38.0000,Atrasado,Condições meteorológicas,68,3.7000
V100089,VX8602,2024-09-12,2024,9,Setembro,2024-09,Quinta,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,NAT - GIG,2075,Airbus A320neo,180,137,0.7611,429.5000,58841.5000,53410.9700,5430.5300,6.0000,Pontual,Sem intercorrência,169,3.6000
V100090,VX6601,2024-09-13,2024,9,Setembro,2024-09,Sexta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,CNF - GIG,361,Embraer E195-E2,136,102,0.7500,237.9800,24273.9600,20223.7600,4050.2000,6.0000,Pontual,Sem intercorrência,54,5.0000
V100091,VX1841,2024-09-13,2024,9,Setembro,2024-09,Sexta,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,GIG - CGH,360,Embraer E195-E2,136,124,0.9118,236.9000,29375.6000,17735.3000,11640.3000,0.0000,Pontual,Sem intercorrência,48,4.5000
V100092,VX2315,2024-09-13,2024,9,Setembro,2024-09,Sexta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,CNF - VCP,498,ATR 72-600,70,55,0.7857,167.5500,9215.2500,15032.3700,-5817.1200,10.0000,Pontual,Sem intercorrência,79,4.9000
V100093,VX2244,2024-09-13,2024,9,Setembro,2024-09,Sexta,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,NAT - CGH,2324,Airbus A320neo,180,180,1.0000,478.0800,86054.4000,66509.5700,19544.8300,8.0000,Pontual,Sem intercorrência,195,3.8000
V100094,VX5353,2024-09-13,2024,9,Setembro,2024-09,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,GRU - VIX,730,Embraer E195-E2,136,105,0.7721,249.8300,26232.1500,28883.3600,-2651.2100,5.0000,Pontual,Sem intercorrência,88,4.2000
V100095,VX5550,2024-09-13,2024,9,Setembro,2024-09,Sexta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,REC - POA,2963,Airbus A320neo,180,123,0.6833,593.5100,73001.7300,76446.4100,-3444.6800,4.0000,Pontual,Sem intercorrência,243,3.6000
V100096,VX5239,2024-09-13,2024,9,Setembro,2024-09,Sexta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Boeing 737-800,186,144,0.7742,251.9000,36273.6000,39213.6000,-2940.0000,3.0000,Pontual,Sem intercorrência,95,3.8000
V100097,VX2923,2024-09-13,2024,9,Setembro,2024-09,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Boeing 737-800,186,130,0.6989,191.8300,24937.9000,28590.4600,-3652.5600,4.0000,Pontual,Sem intercorrência,56,4.3000
V100098,VX1816,2024-09-13,2024,9,Setembro,2024-09,Sexta,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,SSA - FOR,1016,Boeing 737-800,186,140,0.7527,300.0600,42008.4000,42394.3500,-385.9500,4.0000,Pontual,Sem intercorrência,95,4.6000
V100099,VX8716,2024-09-13,2024,9,Setembro,2024-09,Sexta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,CNF - GRU,496,ATR 72-600,70,60,0.8571,182.0100,10920.6000,14383.8900,-3463.2900,4.0000,Pontual,Sem intercorrência,61,3.7000
V100100,VX4695,2024-09-13,2024,9,Setembro,2024-09,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,GRU - GIG,337,ATR 72-600,70,61,0.8714,231.1700,14101.3700,12012.6100,2088.7600,5.0000,Pontual,Sem intercorrência,59,4.3000
V100101,VX2440,2024-09-14,2024,9,Setembro,2024-09,Sábado,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,ATR 72-600,70,58,0.8286,162.4900,9424.4200,10100.2600,-675.8400,21.0000,Atrasado,Atraso da aeronave anterior,45,4.6000
V100102,VX9880,2024-09-14,2024,9,Setembro,2024-09,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,BSB - VCP,798,Airbus A320neo,180,154,0.8556,296.2200,45617.8800,33750.0000,11867.8800,6.0000,Pontual,Sem intercorrência,88,4.0000
V100103,VX5281,2024-09-14,2024,9,Setembro,2024-09,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Recife,REC,PE,Nordeste,-8.1264,-34.9236,BSB - REC,1654,Airbus A321neo,220,165,0.7500,373.4900,61625.8500,64899.8500,-3274.0000,7.0000,Pontual,Sem intercorrência,148,3.6000
V100104,VX7325,2024-09-14,2024,9,Setembro,2024-09,Sábado,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,REC - BSB,1654,Airbus A321neo,220,169,0.7682,342.0000,57798.0000,58246.7500,-448.7500,77.0000,Atrasado,Restrição de tráfego aéreo,152,3.1000
V100105,VX9218,2024-09-14,2024,9,Setembro,2024-09,Sábado,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,GRU - CWB,359,ATR 72-600,70,63,0.9000,204.5300,12885.3900,13982.8500,-1097.4600,45.0000,Atrasado,Congestionamento do aeroporto,65,3.7000
V100106,VX9742,2024-09-15,2024,9,Setembro,2024-09,Domingo,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Embraer E195-E2,136,96,0.7059,313.6300,30108.4800,27617.3600,2491.1200,31.0000,Atrasado,Manutenção técnica,95,3.5000
V100107,VX4019,2024-09-15,2024,9,Setembro,2024-09,Domingo,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Boeing 737-800,186,178,0.9570,258.5300,46018.3400,32443.9000,13574.4400,81.0000,Atrasado,Restrição de tráfego aéreo,63,4.0000
V100108,VX4834,2024-09-15,2024,9,Setembro,2024-09,Domingo,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,GRU - CGB,1330,Embraer E195-E2,136,97,0.7132,357.5700,34684.2900,34708.6700,-24.3800,55.0000,Atrasado,Atraso da aeronave anterior,125,3.6000
V100109,VX2176,2024-09-15,2024,9,Setembro,2024-09,Domingo,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CGH - BSB,873,Airbus A320neo,180,138,0.7667,294.1200,40588.5600,33882.4400,6706.1200,0.0000,Pontual,Sem intercorrência,87,4.2000
V100110,VX7038,2024-09-15,2024,9,Setembro,2024-09,Domingo,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,CNF - FLN,1008,Airbus A320neo,180,162,0.9000,336.8600,54571.3200,35419.3200,19152.0000,0.0000,Pontual,Sem intercorrência,101,4.0000
V100111,VX9030,2024-09-15,2024,9,Setembro,2024-09,Domingo,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Embraer E195-E2,136,105,0.7721,226.7600,23809.8000,21326.9200,2482.8800,3.0000,Pontual,Sem intercorrência,49,3.5000
V100112,VX2996,2024-09-15,2024,9,Setembro,2024-09,Domingo,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,VIX - GRU,730,Boeing 737-800,186,167,0.8978,300.2300,50138.4100,36330.7800,13807.6300,5.0000,Pontual,Sem intercorrência,81,4.1000
V100113,VX8791,2024-09-15,2024,9,Setembro,2024-09,Domingo,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Embraer E195-E2,136,118,0.8676,178.8000,21098.4000,21179.2900,-80.8900,97.0000,Atrasado,Atraso da aeronave anterior,53,3.9000
V100114,VX6851,2024-09-15,2024,9,Setembro,2024-09,Domingo,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Recife,REC,PE,Nordeste,-8.1264,-34.9236,BSB - REC,1654,Embraer E195-E2,136,90,0.6618,340.2300,30620.7000,38016.3900,-7395.6900,0.0000,Pontual,Sem intercorrência,142,5.0000
V100115,VX5037,2024-09-15,2024,9,Setembro,2024-09,Domingo,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,MCZ - BSB,1493,Embraer E195-E2,136,99,0.7279,318.2500,31506.7500,39388.6300,-7881.8800,34.0000,Atrasado,Problema operacional em solo,130,4.0000
V100116,VX7678,2024-09-15,2024,9,Setembro,2024-09,Domingo,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,MCZ - SSA,468,Airbus A320neo,180,155,0.8611,224.8700,34854.8500,30251.4000,4603.4500,2.0000,Pontual,Sem intercorrência,68,4.5000
V100117,VX5756,2024-09-15,2024,9,Setembro,2024-09,Domingo,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,Boeing 737-800,186,137,0.7366,242.3100,33196.4700,33537.1800,-340.7100,98.0000,Atrasado,Atraso da aeronave anterior,72,3.4000
V100118,VX2607,2024-09-15,2024,9,Setembro,2024-09,Domingo,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,GRU - POA,866,Embraer E195-E2,136,120,0.8824,269.9600,32395.2000,28213.8400,4181.3600,4.0000,Pontual,Sem intercorrência,83,4.6000
V100119,VX2242,2024-09-16,2024,9,Setembro,2024-09,Segunda,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CGB - BSB,877,Airbus A320neo,180,126,0.7000,249.5400,31442.0400,34893.7700,-3451.7300,1.0000,Pontual,Sem intercorrência,93,4.2000
V100120,VX1980,2024-09-16,2024,9,Setembro,2024-09,Segunda,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Airbus A320neo,180,153,0.8500,238.5500,36498.1500,30085.1000,6413.0500,12.0000,Pontual,Sem intercorrência,63,3.9000
V100121,VX3738,2024-09-16,2024,9,Setembro,2024-09,Segunda,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,CNF - GRU,496,ATR 72-600,70,55,0.7857,240.6300,13234.6500,12963.3200,271.3300,0.0000,Pontual,Sem intercorrência,60,4.0000
V100122,VX6839,2024-09-16,2024,9,Setembro,2024-09,Segunda,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,VCP - GIG,398,ATR 72-600,70,64,0.9143,195.9700,12542.0800,13459.3500,-917.2700,4.0000,Pontual,Sem intercorrência,67,3.5000
V100123,VX3748,2024-09-16,2024,9,Setembro,2024-09,Segunda,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,CWB - CGB,1314,Boeing 737-800,186,122,0.6559,394.3700,48113.1400,43294.2400,4818.9000,4.0000,Pontual,Sem intercorrência,117,3.6000
V100124,VX4140,2024-09-16,2024,9,Setembro,2024-09,Segunda,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,FOR - BSB,1692,Airbus A320neo,180,129,0.7167,394.0200,50828.5800,48039.0300,2789.5500,0.0000,Pontual,Sem intercorrência,149,3.4000
V100125,VX3889,2024-09-16,2024,9,Setembro,2024-09,Segunda,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,50,0.7143,195.4200,9771.0000,13220.2700,-3449.2700,3.0000,Pontual,Sem intercorrência,60,4.5000
V100126,VX7976,2024-09-17,2024,9,Setembro,2024-09,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,GRU - SDU,343,ATR 72-600,70,53,0.7571,185.3000,9820.9000,12586.1300,-2765.2300,26.0000,Atrasado,Problema operacional em solo,69,4.1000
V100127,VX5047,2024-09-17,2024,9,Setembro,2024-09,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,ATR 72-600,70,52,0.7429,166.6900,8667.8800,12943.9500,-4276.0700,89.0000,Atrasado,Restrição de tráfego aéreo,59,2.9000
V100128,VX3714,2024-09-17,2024,9,Setembro,2024-09,Terça,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,MAO - CWB,2758,Airbus A321neo,220,188,0.8545,546.7100,102781.4800,86658.3100,16123.1700,2.0000,Pontual,Sem intercorrência,228,4.8000
V100129,VX2409,2024-09-17,2024,9,Setembro,2024-09,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,ATR 72-600,70,51,0.7286,238.8000,12178.8000,13125.3500,-946.5500,5.0000,Pontual,Sem intercorrência,70,4.8000
V100130,VX7408,2024-09-17,2024,9,Setembro,2024-09,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Embraer E195-E2,136,116,0.8529,204.7500,23751.0000,24686.3700,-935.3700,11.0000,Pontual,Sem intercorrência,67,3.8000
V100131,VX1727,2024-09-17,2024,9,Setembro,2024-09,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Boeing 737-800,186,135,0.7258,318.0300,42934.0500,39269.6800,3664.3700,7.0000,Pontual,Sem intercorrência,89,4.3000
V100132,VX6904,2024-09-18,2024,9,Setembro,2024-09,Quarta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,REC - SSA,649,Embraer E195-E2,136,99,0.7279,255.9700,25341.0300,24079.5200,1261.5100,20.0000,Atrasado,Congestionamento do aeroporto,76,3.6000
V100133,VX1767,2024-09-18,2024,9,Setembro,2024-09,Quarta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Embraer E195-E2,136,97,0.7132,205.4800,19931.5600,20872.1600,-940.6000,5.0000,Pontual,Sem intercorrência,59,4.7000
V100134,VX5995,2024-09-18,2024,9,Setembro,2024-09,Quarta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,CGH - CWB,331,Boeing 737-800,186,139,0.7473,169.8400,23607.7600,26666.2200,-3058.4600,1.0000,Pontual,Sem intercorrência,49,4.2000
V100135,VX3304,2024-09-18,2024,9,Setembro,2024-09,Quarta,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,FLN - VCP,538,ATR 72-600,70,49,0.7000,199.1600,9758.8400,14753.9900,-4995.1500,3.0000,Pontual,Sem intercorrência,71,3.8000
V100136,VX8437,2024-09-18,2024,9,Setembro,2024-09,Quarta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,CGH - FLN,488,Embraer E195-E2,136,106,0.7794,164.0100,17385.0600,24818.9000,-7433.8400,78.0000,Atrasado,Atraso da aeronave anterior,69,2.9000
V100137,VX5475,2024-09-18,2024,9,Setembro,2024-09,Quarta,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,GIG - POA,1122,Embraer E195-E2,136,106,0.7794,286.0100,30317.0600,34329.1200,-4012.0600,7.0000,Pontual,Sem intercorrência,118,4.7000
V100138,VX7279,2024-09-18,2024,9,Setembro,2024-09,Quarta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,GRU - POA,866,Boeing 737-800,186,149,0.8011,262.1100,39054.3900,40312.6200,-1258.2300,6.0000,Pontual,Sem intercorrência,88,2.9000
V100139,VX3824,2024-09-18,2024,9,Setembro,2024-09,Quarta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Airbus A320neo,180,140,0.7778,193.3000,27062.0000,26147.9300,914.0700,36.0000,Atrasado,Condições meteorológicas,61,3.8000
V100140,VX1535,2024-09-18,2024,9,Setembro,2024-09,Quarta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Recife,REC,PE,Nordeste,-8.1264,-34.9236,VCP - REC,2106,Airbus A321neo,220,185,0.8409,488.7400,90416.9000,78148.9900,12267.9100,8.0000,Pontual,Sem intercorrência,176,4.1000
V100141,VX1008,2024-09-19,2024,9,Setembro,2024-09,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,SDU - GRU,343,Airbus A320neo,180,136,0.7556,237.4500,32293.2000,27352.3600,4940.8400,75.0000,Atrasado,Congestionamento do aeroporto,55,3.7000
V100142,VX4212,2024-09-19,2024,9,Setembro,2024-09,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,GRU - POA,866,Embraer E195-E2,136,102,0.7500,282.5700,28822.1400,30169.2000,-1347.0600,0.0000,Pontual,Sem intercorrência,90,4.4000
V100143,VX9861,2024-09-19,2024,9,Setembro,2024-09,Quinta,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,NAT - VCP,2294,Airbus A320neo,180,117,0.6500,457.8500,53568.4500,77114.2100,-23545.7600,1.0000,Pontual,Sem intercorrência,198,3.5000
V100144,VX8713,2024-09-19,2024,9,Setembro,2024-09,Quinta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CNF - SDU,374,Embraer E195-E2,136,116,0.8529,232.4800,26967.6800,25960.7600,1006.9200,2.0000,Pontual,Sem intercorrência,65,3.2000
V100145,VX1393,2024-09-19,2024,9,Setembro,2024-09,Quinta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,REC - VIX,1467,Boeing 737-800,186,133,0.7151,352.8500,46929.0500,52216.9900,-5287.9400,22.0000,Atrasado,Congestionamento do aeroporto,135,3.6000
V100146,VX7831,2024-09-19,2024,9,Setembro,2024-09,Quinta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,POA - GRU,866,Airbus A320neo,180,135,0.7500,278.9800,37662.3000,37540.2400,122.0600,5.0000,Pontual,Sem intercorrência,91,4.7000
V100147,VX6212,2024-09-20,2024,9,Setembro,2024-09,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Airbus A320neo,180,127,0.7056,232.4500,29521.1500,26361.1800,3159.9700,0.0000,Pontual,Sem intercorrência,56,3.5000
V100148,VX5513,2024-09-20,2024,9,Setembro,2024-09,Sexta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,VCP - FLN,538,ATR 72-600,70,58,0.8286,208.7000,12104.6000,15009.4000,-2904.8000,0.0000,Pontual,Sem intercorrência,66,4.1000
V100149,VX5471,2024-09-20,2024,9,Setembro,2024-09,Sexta,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,GIG - GRU,337,ATR 72-600,70,50,0.7143,230.6800,11534.0000,12344.0800,-810.0800,9.0000,Pontual,Sem intercorrência,59,4.3000
V100150,VX6219,2024-09-20,2024,9,Setembro,2024-09,Sexta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,FOR - GIG,2176,Airbus A320neo,180,134,0.7444,500.1100,67014.7400,68356.7800,-1342.0400,8.0000,Pontual,Sem intercorrência,193,4.7000
V100151,VX8529,2024-09-20,2024,9,Setembro,2024-09,Sexta,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,FLN - SDU,757,Boeing 737-800,186,174,0.9355,331.2600,57639.2400,37077.3400,20561.9000,2.0000,Pontual,Sem intercorrência,76,4.0000
V100152,VX4470,2024-09-21,2024,9,Setembro,2024-09,Sábado,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Boeing 737-800,186,134,0.7204,215.7700,28913.1800,28104.7800,808.4000,1.0000,Pontual,Sem intercorrência,56,4.5000
